a,b,target
-0.50183952461055,-1.2594682846455214,-2.2747190370138783
1.8028572256396647,0.16760378951343258,8.003399720622594
0.9279757672456204,1.4917833435056331,7.197628079707096
0.3946339367881464,0.9288995456382447,4.098170525044555
-1.375925438230254,1.226244591445799,8.46507539747563
-1.3760219186551894,0.6351334668428694,6.692273041767626
-1.7676655513272022,0.7691062580714099,9.556601776912032
1.4647045830997407,1.3967826062612771,9.481066850290603
0.4044600469728352,-1.0013279645632562,-1.6768080344952327
0.832290311184182,-0.042300145427438096,2.2585138878998103
-1.9176620228167902,-1.115162232721591,5.009368569342794
1.8796394086479773,1.950672031986588,13.9181047090448
1.329770563201687,1.776237358746453,9.865291577754823
-1.1506435572868954,-1.8422927545259764,-1.8789170717262476
-1.2727001311715975,0.8223006900627539,6.706433317956664
-1.2663819605862647,1.7009932696626633,9.310426349184613
-0.7830310281618491,-1.2776986194906659,-1.6068206763435926
0.09902572652895136,0.27178092221051786,1.8349549556607267
-0.27221992543153695,1.6619531903521674,6.134066946660405
-0.8350834392078323,-1.8642160856568046,-3.1979195560920504
0.4474115788895179,0.7896810689873597,3.7693974488109014
-1.4420245573918327,-0.8106039705097969,2.727057736712831
-0.8314214058591274,1.6975847815061216,7.475277452759901
-0.5345526268252332,1.884232980661471,7.224191963675927
-0.17572006313185629,1.7770659564537357,6.392952950535333
1.1407038455720544,-0.10314313337014491,3.2929811264953117
-1.201304871366561,1.4481706039572537,8.23077859980982
0.05693775365444642,1.3781975941402815,5.141076598003273
0.36965827544816987,-0.7235981070269775,-0.8974998398663023
-1.814198349120009,1.3156618966027094,11.52961698970766
0.43017940760575346,-1.8519694611380295,-4.185799737958015
-1.3179035052508339,0.38507951392821216,5.628977840089506
-1.739793628058882,-1.0799646508491878,3.8138697839210107
1.795542149013333,-1.5177324568908848,2.894745847094182
1.8625281322982374,-1.6921871934831634,2.861460506755231
1.2335893924658445,0.785155103512559,6.39895088894618
-0.7815449233065173,-0.6405001449277354,0.30012449950917364
-1.6093115439744645,0.8990670861150458,8.876968549484086
0.7369321060486276,-1.7385746368042305,-3.1295860525621606
-0.2393900250415948,-0.7388386486775587,-1.1019007778538454
-1.5118470606208847,0.15796516950134887,6.045258577920064
-0.01929235955491926,1.1628926593558542,4.489422368341955
-1.8624459155391264,-0.7249899882717203,5.762439611801589
